DemAffl,DemAge,PromSpend,PromTime,TargetBuy
9,52,4884.25,8,1
11,44,3000,4,0
14,36,6000,6,1
7,57,45000,4,0
9,53,4000,4,0
7,64,3500,24,0
10,73,2000,5,0
9,77,1026.23,5,1
10,40,50,7,1
5,41,0.01,5,1
9,74,0.01,9,0
7,62,3000,2,0
2,44,300,2,0
7,64,11000,11,0
10,71,10000,7,0
12,37,95000,1,0
4,43,0.01,5,0
5,50,0.01,5,0
9,24,0.01,4,1
9,66,3000,11,1
4,72,6000,18,0
18,44,0.01,8,0
7,47,0.01,4,1
5,72,3000,5,0
11,70,9000,8,0
6,61,6000,1,0
13,56,20000,8,1
10,60,0.01,8,0
6,31,3664.59,6,1
7,50,6000,1,1
8,73,6000,4,0
10,40,100,2,0
11,53,5000,4,0
16,55,1000,9,0
13,33,0.01,4,1
3,59,14026.67,7,0
11,73,1864.04,3,0
4,39,0.01,8,0
6,49,0.01,4,0
9,62,1000,5,0
9,42,2000,6,0
12,59,1000,2,1
10,46,4884.26,8,0
5,60,9000,8,0
7,42,0.02,9,1
6,49,0.01,7,0
3,71,2000,26,0
5,46,25000,15,1
6,53,0.01,5,0
5,47,6000,1,0
7,75,1000,4,0
7,60,3026.67,7,0
6,56,324.48,7,0
11,76,600,5,0
11,76,2500,4,0
3,51,800,13,0
6,45,0.01,9,0
9,39,6000,2,1
7,66,12053.35,6,0
9,60,6220,3,1
8,76,8920,2,0
8,53,6000,2,0
10,32,420.01,5,0
5,59,1017.94,7,0
10,59,6000,1,0
11,55,50,7,0
8,54,0.01,8,0
8,69,6000,1,0
9,32,0.01,5,1
11,79,48212.02,7,1
12,35,0.01,7,1
9,61,11400,9,0
9,59,50,11,0
8,41,0.01,5,1
12,41,0.01,7,1
8,73,2000,30,1
12,73,10000,9,1
22,73,6000,5,1
5,53,6000,23,0
12,60,1000,9,0
8,47,3000.01,8,0
7,66,2000,5,0
9,61,6107.64,3,0
9,44,7653.35,8,1
12,58,50,10,0
5,63,0.01,8,0
13,40,0.01,7,0
7,74,6315,5,0
3,62,0.01,8,0
6,73,9000,4,0
6,48,245.61,11,0
7,42,15000,12,0
5,59,0.01,5,0
8,62,6000,2,0
16,37,0.01,8,1
11,79,6000,5,1
7,46,0.01,5,0
11,68,1000,5,1
9,69,300,8,0
19,54,6000,5,1
7,45,3500,8,0
11,48,3000,5,0
7,69,6053.35,5,0
9,67,11053.35,7,0
13,72,3000,20,1
8,61,6053.35,7,0
11,40,11000,4,1
12,48,0.01,5,0
8,37,6000,4,0
9,58,2000,2,0
10,50,0.01,8,0
11,51,6000,2,0
8,46,250,8,0
10,38,0.01,9,1
7,69,3000,8,0
3,65,10000,4,0
12,77,2000,5,1
12,50,6000,2,0
6,62,97000,2,0
10,52,20000,8,0
7,45,0.01,6,0
6,33,0.01,4,0
8,45,4804.85,4,0
6,70,12000,12,0
11,29,300,9,1
14,28,1000,4,1
10,32,0.01,8,1
8,66,1200,9,0
10,50,0.01,5,1
10,60,2000,5,0
6,78,6000,2,0
11,50,0.01,8,0
6,43,0.01,9,0
10,48,0.01,5,0
11,44,8700,3,0
10,78,9000,6,0
8,58,0.01,8,0
11,61,14850.6,3,1
15,75,6000,2,1
12,59,7000.01,8,0
7,41,3026.67,11,1
14,44,0.01,5,0
8,31,0.01,5,0
6,75,3000,3,0
8,70,2400,4,0
10,69,6000,3,0
11,53,0.01,4,0
15,36,4400,4,1
9,30,50,8,0
8,66,10000,1,0
5,45,0.01,8,0
8,53,2420,4,0
12,37,1500,7,1
11,42,1000,5,1
11,66,6105.32,14,0
11,43,0.01,5,1
7,67,6000,2,0
16,35,0.01,5,1
13,31,600.01,5,1
14,37,6000,1,1
11,63,3000,8,0
4,78,6053.34,4,0
6,51,0.01,5,0
5,46,2000,5,0
7,32,0.01,5,1
7,64,4000.01,8,0
20,44,0.01,5,1
7,61,1260,2,0
6,73,1000,5,1
4,75,2400,8,0
8,51,0.01,8,0
6,63,4000,6,0
11,60,6000,2,0
20,41,6000,1,1
6,60,0.01,5,1
7,40,1000,5,0
6,54,0.01,9,0
6,56,2500,8,0
9,54,14500,5,0
5,47,0.01,8,0
9,44,0.01,4,0
12,51,2000.01,8,1
3,52,300,9,0
10,28,0.01,4,1
11,56,0.01,8,0
7,57,6000,3,0
7,46,0.01,7,0
14,46,3000,3,0
9,57,350,11,0
3,66,6105.32,7,0
6,51,0.01,5,0
13,63,10000,10,0
9,51,0.01,5,0
6,44,3000,2,0
10,29,100,1,1
15,65,6000,6,1
6,63,6000,6,0
9,49,1200,4,0
9,32,6000,15,1
12,54,0.01,5,0
6,47,1200,11,0
5,49,6053.35,7,0
8,70,20664.21,3,0
9,56,6000.01,13,0
4,45,14000,3,0
10,73,12140.78,7,0
8,27,0.01,4,1
4,45,0.01,5,0
20,39,3750,6,1
25,32,0.01,5,1
4,76,19944.93,3,0
11,61,6000,2,0
11,51,30300,8,0
5,53,0.01,7,0
11,29,2600,4,1
12,42,20000,11,1
11,66,26693.76,3,0
12,37,0.01,5,1
3,45,6000,1,0
9,38,2492.18,5,1
6,54,6000,2,0
6,39,0.01,5,1
7,50,0.01,5,0
1,55,8000,8,0
5,38,3000,5,0
5,60,200,24,0
9,41,0.01,7,0
12,56,6000,2,0
12,57,1000,9,1
5,55,6000,5,0
8,50,300,1,0
10,69,26053.35,4,0
14,43,0.01,8,1
10,71,20645.42,3,1
7,52,4250,4,0
6,65,420,10,0
11,44,500,8,0
8,59,10000,3,0
8,30,0.01,5,0
9,79,17999.99,6,0
9,50,100,1,0
13,60,0.01,11,0
10,56,0.01,5,0
8,43,6000,2,0
12,61,42758.67,12,0
8,63,20106.7,8,0
14,36,100,10,0
10,49,22052.66,11,0
12,79,1500,11,0
7,45,0.01,7,0
12,46,0.01,5,0
11,31,200,8,0
9,53,0.01,8,0
11,27,0.01,4,1
13,64,12000,10,1
11,67,2500,7,0
9,42,1000,6,1
7,50,6000,17,0
9,57,0.01,5,0
13,35,324,8,0
14,46,2500.01,8,1
11,37,1771.63,5,1
4,46,0.01,5,0
8,68,0.01,5,1
11,53,10937.59,8,0
4,52,9200,16,0
10,66,9600,8,1
5,61,420,16,0
16,39,6000,2,1
7,51,600,9,0
5,52,100,1,0
19,68,13123.65,12,1
7,58,6000,1,0
11,40,0.01,5,0
9,33,0.01,8,1
9,79,10000,28,0
13,58,900,8,1
11,55,9052.66,27,0
17,67,0.01,7,0
7,26,500,1,0
6,58,1200,9,0
12,42,0.01,4,1
9,75,0.01,8,1
15,53,100,1,1
14,44,0.01,8,0
6,43,6106.7,5,0
9,45,0.01,5,0
15,48,50,7,0
9,69,7000,6,0
5,60,6000,4,0
9,75,1808.04,4,0
7,61,14400,8,0
4,76,5000,5,0
8,40,0.01,8,0
9,44,0.01,9,1
8,53,0.01,9,0
12,55,900,10,0
4,50,0.01,5,0
12,69,3026.67,7,0
11,57,1000,2,1
10,40,0.01,4,0
13,51,6000,1,1
5,42,125.01,5,0
3,66,0.01,5,0
11,63,15000,18,0
10,40,5000.01,5,1
4,73,3750,4,0
5,60,2000,5,0
15,55,3025,5,1
13,40,0.01,4,1
9,38,5500,12,0
7,36,0.01,8,1
7,59,0.01,1,1
5,51,6000,2,0
9,57,4200,5,0
13,42,3000,2,0
12,42,0.01,5,1
10,49,0.01,8,0
10,46,0.01,4,0
10,43,1440,5,0
9,40,3000,5,1
14,41,720,1,1
10,54,6053.34,4,0
8,51,50,2,0
9,42,0.01,5,0
11,33,0.01,8,0
6,67,5000,7,0
7,33,0.01,8,0
12,44,1500,5,1
10,58,6994.34,1,0
8,63,2000.01,9,0
18,35,0.01,5,1
5,63,6000,2,1
14,40,2500,6,1
9,43,420,7,1
7,64,6000,1,0
5,62,7552.66,12,0
8,54,6000,1,0
2,52,0.01,6,0
6,58,0.01,5,0
7,34,0.01,6,0
16,66,6000,2,0
5,64,0.01,4,0
11,71,5792.75,15,0
10,36,0.01,10,1
11,28,1000,2,1
8,48,500,8,0
6,56,20567.8,3,0
7,67,3000,5,0
6,31,0.01,4,0
7,40,6000,4,0
8,58,0.01,8,0
7,45,0.01,10,0
9,53,6000,2,1
8,27,420,4,0
5,72,500,10,0
20,33,1750,9,1
14,38,0.01,8,1
9,74,3000,8,0
14,57,3000,5,1
5,41,6105.32,7,0
5,40,6000,2,0
11,66,6053.35,7,0
3,50,0.01,7,0
11,69,6000,2,0
11,47,3000,8,0
10,52,523.95,10,0
13,58,8000,2,0
6,37,6000,1,1
9,76,1100,12,0
10,67,6000,2,1
11,58,1000,8,0
5,38,3000,3,1
6,46,0.01,8,0
13,58,3220,9,1
9,75,3000,5,0
8,31,0.01,5,1
3,51,6000,4,0
4,60,1000,9,0
8,57,6000,3,0
9,54,0.01,4,0
20,48,6053.35,6,1
10,40,500,10,0
9,77,10000,10,0
3,41,0.01,8,0
8,58,3000,3,0
13,37,0.01,4,1
9,67,10000,28,1
14,65,11000,6,1
6,32,2500,2,1
7,33,3000,4,0
5,52,20728.91,3,0
12,47,6000,2,1
7,45,0.01,8,0
17,51,3750,4,1
16,41,3000,8,1
6,42,0.01,8,1
16,59,1500,9,1
10,54,0.01,6,0
5,69,6400,17,0
12,78,0.01,16,0
10,47,6000,6,0
14,31,0.01,4,0
7,60,6053.35,6,0
13,73,20579.72,3,0
3,65,10000,1,0
13,31,420,5,1
11,33,0.01,4,1
11,62,0.01,5,0
9,74,2000,16,0
7,50,0.01,5,0
12,78,4300,15,0
9,73,4000,5,0
4,50,600,9,0
6,60,0.01,8,0
4,32,0.01,8,0
8,56,0.01,5,0
6,78,12000,9,0
3,66,1500,5,0
4,60,6000,1,0
6,66,0.01,9,0
7,25,6000,2,1
23,31,2900,1,1
9,66,6000,2,1
12,41,0.01,8,1
4,41,0.01,7,0
9,32,1000,5,1
9,67,0.01,5,0
13,68,6000,1,0
8,51,3026.67,7,0
9,26,40,3,1
7,68,16884.25,14,1
11,31,0.01,5,0
5,69,3500,5,0
11,55,10000,1,0
23,34,1000,2,1
14,36,47.71,4,1
11,50,3000,7,0
8,38,0.01,8,1
12,65,0.01,9,0
8,44,10500,3,1
6,52,8385,1,0
6,59,20733.74,3,0
20,34,0.01,5,1
16,51,0.01,4,0
8,35,0.01,4,0
13,66,3000,8,0
12,45,480,1,0
4,61,2489.81,3,0
9,54,6105.32,7,0
6,56,6000,1,1
9,73,0.01,6,0
11,66,1000,30,0
9,44,0.01,5,1
12,61,12000,8,0
15,58,7000,1,1
7,56,600,1,0
14,32,0.01,5,1
7,70,16000,15,1
7,36,15000,11,0
15,30,25909.68,1,1
6,42,0.01,4,0
13,35,8907.15,3,1
4,41,0.01,5,0
14,42,0.01,6,1
7,70,3000,8,0
4,71,23000,8,0
4,50,6000,1,0
9,63,3000,9,0
8,51,0.01,5,0
20,34,0.01,7,1
9,65,10626.68,6,0
6,48,2000,4,0
7,74,6000,1,0
7,34,132.6,1,1
4,40,0.01,7,0
7,44,2000,8,0
9,47,12000,15,0
9,40,0.01,5,0
25,37,3500,5,1
6,38,50,7,0
12,53,3000,3,0
12,57,0.01,8,0
12,48,6000,1,1
10,72,13483.15,1,0
9,64,8000,20,0
9,43,0.01,7,0
5,54,1100,9,0
5,67,6000,5,0
9,48,500,9,0
12,52,10000,3,0
8,54,2000,11,0
12,40,0.01,8,0
8,56,6000,1,0
11,50,1006.74,2,0
15,54,0.01,5,0
8,45,0.01,5,0
12,36,0.01,6,1
9,67,9000,6,1
4,62,1000,5,0
5,43,6448,1,0
9,49,0.01,5,0
8,49,0.01,5,0
3,53,0.02,4,0
7,54,6053.35,6,0
5,46,0.01,4,0
16,43,0.01,11,0
6,65,6000,2,0
3,63,10213,5,0
8,79,4553.52,27,1
9,39,2240,11,1
14,34,0.01,5,1
9,79,9038.66,4,0
10,35,1000,5,1
3,33,700,5,0
5,65,0.01,13,0
6,68,2000,1,1
5,45,0.01,8,0
9,61,0.01,5,0
10,33,3000,3,1
7,50,6000,1,0
6,54,17042.92,9,0
9,55,0.01,4,0
10,65,12000,8,0
4,74,6000,1,0
1,46,50,4,0
6,40,0.01,5,0
9,42,0.01,8,1
8,77,2400,4,1
3,41,6000,3,0
10,49,12000.01,7,0
10,65,13240,6,0
20,52,0.01,5,1
7,69,2500,24,0
6,55,10000,1,0
12,33,0.01,8,0
11,69,22167,11,0
13,49,6000,4,1
11,69,2000,5,0
8,68,0.01,7,1
7,55,6000,5,0
7,47,4000,6,0
4,32,3000,3,0
8,35,0.01,5,1
14,48,0.01,9,0
3,70,12000,2,0
5,66,4000,6,0
12,55,7800,23,0
6,66,3000,1,0
6,43,0.01,9,0
16,31,0.01,4,1
11,70,1000,5,0
13,65,6000,1,0
3,41,0.01,3,0
11,40,1200,8,0
11,48,1000,5,1
7,40,2000,1,0
9,57,10000,5,0
5,47,6053.35,6,0
4,55,12088.81,8,0
11,56,3000,8,0
7,58,0.01,8,0
14,77,16000,5,1
8,76,10909.25,12,0
14,49,20278.84,3,0
9,65,12026.68,7,0
6,36,5,7,1
6,40,1000,5,0
6,71,500,9,0
11,67,0.01,9,0
9,61,1500,1,1
5,38,420,4,0
8,76,2800,20,0
13,71,20314.87,3,1
10,48,6000,2,0
8,73,3000,5,1
8,43,3770,10,0
7,34,420,5,1
8,43,6500,11,1
5,53,100,1,0
11,63,6000,2,1
10,62,4884.25,9,1
10,72,36295.29,12,0
11,50,0.01,7,0
14,65,3000,16,0
6,43,1000,11,1
7,37,420,5,1
16,43,3000,11,1
12,39,50,9,1
9,31,1000,1,0
10,49,0.01,4,1
4,73,3000,18,0
8,38,0.01,5,0
10,42,40.01,7,1
6,62,6000,17,0
4,51,9000,5,0
4,59,600,5,0
3,66,0.01,10,0
7,79,1000,32,0
7,45,0.01,5,0
12,53,2200,4,0
8,33,0.01,4,0
15,58,0.01,8,1
11,54,0.01,8,1
9,52,10600,8,0
7,62,6453.35,7,0
9,48,0.01,5,0
6,55,3000,8,1
7,42,0.01,6,0
4,59,0.01,5,1
14,65,6000,2,0
8,76,12000.01,7,0
12,71,500,10,0
9,74,20765.47,3,0
14,58,1000,5,0
10,51,0.02,11,0
5,73,1200,12,0
14,62,12000,5,1
6,38,0.01,5,0
13,77,0.01,5,0
8,52,5000,1,0
7,66,6000,4,0
5,35,0.01,5,0
18,35,7000,10,1
7,34,420,7,0
10,35,0.01,5,1
8,55,6000,4,0
9,44,3000,8,0
18,34,12000,8,1
4,66,27000,4,0
4,51,50,9,0
6,73,480,5,0
12,49,6000,12,1
6,44,0.01,5,0
10,53,1360,9,0
10,46,0.01,5,0
7,75,1020,0,0
4,53,6000,6,0
9,70,0.01,4,0
6,63,5000,4,0
15,37,300,11,1
3,27,420.01,5,1
9,60,12000,11,0
12,33,4500,4,1
15,40,1200,8,0
8,67,2000,7,1
14,43,0.01,7,0
9,29,840,3,1
7,44,3020,5,0
12,78,30026.67,32,0
8,57,0.01,9,0
10,54,6400,2,1
10,75,6000,1,0
10,47,0.01,7,0
6,64,0.01,5,0
13,31,0.01,5,0
9,60,4000,1,0
10,64,6000,2,0
9,36,2500,3,1
11,70,1000,2,1
15,62,2705.74,12,0
8,52,6053.35,6,0
7,65,6000,2,0
12,42,100,9,0
11,63,1230.33,18,1
8,47,0.01,5,1
16,48,3000,2,0
3,68,5000,1,0
6,47,0.01,4,0
12,25,1500,5,0
5,48,0.01,7,0
14,58,0.01,5,1
6,73,6053.35,11,0
19,45,0.01,6,1
6,62,0.01,9,0
9,50,6053.35,6,0
9,62,21000,12,0
6,73,6250,14,0
6,68,3000,3,0
8,58,6000,2,0
12,52,6000,2,0
14,63,1200,1,1
30,39,3000,7,1
9,63,600,9,0
10,41,0.01,6,1
5,75,5000,2,0
15,31,35,2,1
9,58,0.01,4,0
10,46,2000,11,0
16,72,4884.25,14,1
5,72,6000,1,0
8,74,12053.35,5,1
6,43,0.01,5,1
18,37,0.01,5,1
10,71,2500.8,8,0
13,40,120.01,8,1
7,72,6000,2,0
10,42,0.01,8,0
7,69,8053.34,4,1
9,53,3000,13,0
3,77,34026.52,12,0
6,25,0.01,7,1
8,27,0.01,5,0
6,75,24000,2,1
7,56,300,2,0
3,30,3000,3,0
10,58,3000,8,0
9,40,6000,2,0
18,37,0.01,5,1
10,55,6053.35,7,0
4,66,12053.35,5,0
6,57,20607.9,3,0
11,74,50000,32,0
11,65,1500,10,0
11,57,3555.3,3,0
5,63,0.01,10,0
7,67,9053.33,4,0
8,37,0.01,7,1
6,65,0.01,7,0
12,62,1000,5,1
7,53,0.01,7,0
6,37,0.01,9,1
7,69,6000,2,0
8,28,7555.32,9,1
15,29,100,2,1
12,37,0.01,5,0
4,49,0.01,5,1
11,53,50.01,9,1
8,47,18000,2,0
7,46,0.01,5,0
9,37,0.01,5,0
10,51,0.01,8,0
11,48,600,1,0
14,57,0.01,5,0
8,37,1800,4,1
5,65,4000,14,0
7,51,1000,4,0
7,45,2700,12,0
9,50,0.01,8,0
3,65,500,5,0
8,68,420,5,1
12,39,0.01,4,1
7,61,0.01,4,0
6,47,0.01,10,0
6,69,10000,1,0
22,35,0.01,5,1
8,52,550,9,0
6,46,25000,1,0
6,54,0.01,5,0
8,52,3000,3,0
9,65,4000,5,0
10,63,0.01,5,0
6,40,0.01,5,0
7,37,0.01,4,1
4,63,6000,1,0
9,61,4000,4,0
5,54,11748.04,3,0
7,71,7628.69,13,0
11,56,6000,2,0
7,62,6053.35,6,0
7,43,0.01,5,0
11,68,1000,9,0
7,54,26313.06,3,0
10,43,0.01,5,0
11,27,10,7,0
8,41,0.01,5,0
19,30,0.01,4,1
9,68,5000,12,0
5,60,13000,11,0
8,42,0.01,5,0
15,43,3000,5,1
5,49,0.01,5,0
7,37,0.01,5,1
5,57,6315,5,0
13,36,0.01,8,1
9,78,1500,5,0
8,74,3000,12,1
9,39,420.01,4,1
6,37,2400,8,1
12,45,0.01,8,0
9,69,500,9,0
12,59,6053.35,7,0
6,41,0.01,4,0
5,76,6000,2,0
4,38,0.01,5,0
10,37,0.01,9,1
21,52,1000,1,1
10,63,0.01,6,1
12,44,1634.7,5,1
3,38,46893.86,5,0
7,73,12158.67,13,0
10,55,967.99,17,0
10,50,12000.01,8,0
8,63,6053.35,6,0
12,63,600,4,0
3,69,6000,2,0
8,63,6000,3,0
8,37,13500,9,1
7,31,755.13,3,0
18,48,0.01,8,1
10,29,0.01,4,1
8,60,100.01,10,0
12,39,0.01,8,1
13,31,0.01,5,1
12,59,0.01,5,0
7,56,6000,1,1
7,60,8553.35,7,0
7,68,6000,2,0
15,71,12000,8,0
5,67,3000,8,0
7,68,0.01,9,0
8,39,0.01,9,0
9,29,190,3,1
17,44,0.01,5,1
7,35,0.01,4,1
9,67,156.66,8,0
12,46,1000,8,0
12,47,8500,5,0
10,72,6053.34,4,0
14,33,2800.02,8,1
10,32,0.01,4,0
8,55,2000,5,0
8,36,4500,5,1
11,53,0.01,5,1
9,52,18000,2,0
4,59,9900,5,1
17,60,10000,4,1
10,33,0.01,8,0
4,64,0.01,7,0
8,48,2428.33,13,0
17,75,1000,5,1
7,58,10200,8,0
5,53,2400,8,0
9,33,19767.42,4,1
9,31,2648.25,3,1
6,44,50,7,0
7,56,2000,2,1
18,53,0.01,8,1
10,40,6000,1,0
9,67,6053.35,5,0
6,54,0.01,1,0
7,59,11701.6,2,0
5,71,4000,1,1
8,66,1200,20,0
14,32,0.01,4,0
11,43,0.01,8,0
5,57,9000,6,0
8,46,6000,3,1
10,79,1000,11,1
10,78,1039.98,8,0
6,51,0.01,11,0
6,70,10000,1,0
14,71,1000,5,1
15,31,100.01,6,1
12,57,1200,10,0
11,39,2180,4,0
9,40,0.01,8,1
8,71,23587.02,7,0
5,37,0.01,4,0
9,57,1053.35,7,0
8,36,1000,1,0
3,62,50.01,10,0
6,42,0.02,8,1
7,40,2000,3,0
4,42,4000,8,1
8,53,6053.35,5,1
7,54,0.01,8,0
9,45,4800,8,0
10,76,0.01,6,0
7,42,269.52,10,0
15,37,0.01,4,1
6,43,0.01,8,0
8,51,5000,2,0
7,50,0.01,5,0
4,52,2500,2,0
11,57,15000,11,0
13,56,2000,29,0
7,45,1500,9,0
7,50,0.01,4,0
10,44,0.01,5,1
7,63,500,1,0
12,71,16000,6,0
12,64,3000,3,1
9,63,6000,1,1
7,28,2000,5,0
5,23,2000,4,1
10,59,50,10,0
12,30,6.97,10,1
11,40,0.01,6,1
8,32,0.01,7,1
8,66,12053.35,1,0
7,55,6000,2,0
10,40,0.01,7,1
11,50,0.01,5,0
9,76,420,15,0
10,63,10000,3,0
8,44,0.01,4,0
12,51,5000,6,1
6,67,16486.99,12,0
12,27,50,7,1
13,52,0.02,8,0
9,47,1500,5,0
9,54,6000,6,0
12,57,9000,3,0
8,67,50,8,1
9,52,3500,10,0
11,52,3200,7,1
10,41,0.01,5,0
16,49,9600,4,1
10,52,6000,1,0
4,62,3000,1,0
6,58,27000,8,0
11,52,11000,9,0
11,41,0.01,8,0
3,65,35.01,8,0
9,44,0.01,8,1
12,44,0.01,9,1
8,50,3000,1,1
11,55,6000,1,1
3,50,600,8,0
7,74,3000,4,0
13,50,0.01,4,0
7,27,0.01,4,1
7,67,1500,8,1
5,67,10937.6,19,0
10,37,0.01,6,1
8,53,0.01,5,1
7,32,0.01,5,1
11,71,16804.42,15,0
4,50,6000,6,0
12,67,3193.43,15,0
5,52,0.01,8,0
9,46,500,1,0
7,41,0.01,8,0
9,71,12088.69,5,0
8,60,0.01,4,0
9,55,3800,1,0
10,38,0.01,8,1
11,68,20499.3,3,1
5,53,3053.35,7,0
6,33,1800,5,0
14,42,25,2,1
8,66,13000,5,0
8,74,20657.81,3,0
6,63,0.01,4,0
11,59,1000,4,0
5,49,480,4,0
6,70,1000,2,0
6,57,0.01,5,0
8,44,6000,3,1
11,53,0.01,5,0
12,48,6000,2,1
6,64,12000,2,0
5,39,0.01,5,0
16,51,5000,4,1
12,35,0.01,8,1
5,59,2500,3,0
13,37,4200,9,0
9,41,3000,6,0
10,55,5000,5,0
5,58,3000,8,0
9,59,6026.17,7,0
5,72,3000,8,0
6,66,19729.17,3,0
3,69,10053.35,21,0
10,60,0.01,5,0
7,36,1200,4,0
6,70,1314.6,11,0
10,76,2000,13,0
10,51,3000,8,0
6,27,4800,3,0
9,70,2000,4,0
10,72,6000,2,1
5,34,1000,8,0
4,58,3000,3,0
10,59,4000,5,0
5,56,4000,5,0
13,36,0.01,5,1
15,37,1000,1,1
6,57,6000,1,0
5,65,6000,3,0
8,45,4948.78,1,0
10,75,800,12,0
9,66,10000,7,0
8,70,6000,3,0
7,56,0.01,9,0
5,47,36000,16,0
4,50,50,10,0
12,49,2185.73,1,1
12,70,6000,22,0
6,44,0.02,10,0
7,74,11739.19,4,0
8,77,6000,2,0
6,62,1200.01,8,0
11,33,0.01,7,1
6,72,6000,5,0
11,67,6053.35,7,0
8,35,0.01,7,0
12,71,11000.01,15,1
6,55,0.01,8,0
7,69,0.01,4,0
9,42,1000,5,1
8,48,12000,2,0
6,72,3000,5,0
7,54,2200.01,9,0
9,39,6953.35,4,0
9,38,0.01,5,1
8,37,0.01,4,0
11,56,6000,2,0
10,74,6000,9,0
13,51,600.01,4,0
10,61,0.01,5,1
6,43,0.01,4,0
11,52,12000,1,0
10,51,6053.35,12,0
4,43,0.01,5,0
6,53,0.01,9,0
13,76,10200,8,0
3,46,8000,25,0
9,49,7500,3,0
4,49,5800,1,0
11,63,3498.6,14,0
5,79,10000,4,0
7,78,20678.29,3,0
6,59,0.01,4,0
13,48,0.01,8,1
8,30,2807.94,5,0
2,62,5000,1,1
4,52,1600,10,0
8,42,16000,5,0
2,49,0.01,8,0
7,63,100,1,0
4,54,1500,9,0
12,74,3000,8,0
14,76,840,1,0
5,66,6000,17,0
7,55,12900,8,0
6,53,0.01,5,0
14,69,6105.32,7,1
8,42,0.01,8,0
13,21,1000,2,1
13,58,0.01,6,1
9,35,2000,1,1
13,56,250,6,0
12,54,0.01,5,0
6,48,480.02,9,0
11,66,9600,4,1
7,35,3000,7,1
7,74,10884.25,8,0
9,54,400,2,0
31,35,300,8,1
12,62,6053.34,4,0
6,38,1100,1,1
8,47,6107.64,6,1
8,69,6000,1,0
10,54,3000,3,0
15,37,5000,2,1
8,53,2000,5,0
7,61,6000,2,0
7,58,6000,9,0
5,56,2212.96,12,0
9,77,12053.35,8,0
24,39,420,5,1
11,65,3000,15,0
6,70,10000,4,0
12,47,6000,2,0
14,60,4000,2,0
6,71,9000,12,0
11,74,9000,8,0
2,44,9000,3,0
9,59,1500,5,0
8,63,3000,6,0
16,42,0.01,4,1
5,62,0.01,8,0
6,52,3000,5,0
6,46,900,8,0
9,65,3000,3,0
7,49,3000,1,0
14,38,0.01,8,1
14,29,2000,5,1
9,53,4053.34,4,0
11,44,0.01,5,0
14,57,3000,2,0
5,45,3000,14,0
9,63,15000,14,1
14,36,0.01,8,1
9,44,0.01,10,0
10,30,3360,3,1
9,63,1250,12,0
11,47,0.01,8,0
11,77,3000,12,0
6,58,0.01,7,0
10,40,2500,1,0
6,51,3700,8,0
5,39,0.01,5,1
13,41,6000,1,1
11,75,10000,5,0
10,38,9000,2,1
12,54,6000,1,0
9,47,0.01,4,0
6,66,1000,5,0
11,47,4000,5,1
6,76,6000,13,0
3,49,1500,9,1
14,44,3000,8,1
5,59,11000,18,0
11,62,1000,5,0
12,49,0.01,7,0
2,46,0.01,5,0
9,41,0.01,9,1
5,35,0.01,4,0
12,53,0.01,11,1
14,35,0.01,7,1
10,49,0.01,4,1
8,47,0.01,5,0
1,55,3000,2,0
14,69,31800,6,0
7,53,9000,8,0
13,69,51875.2,12,0
4,74,1000.01,8,0
4,66,6000,2,0
11,46,6000,1,0
8,57,1500,4,0
12,38,5000,4,0
7,40,600,1,0
9,68,0.01,12,0
5,69,25158.67,16,0
12,33,0.01,5,0
13,38,3000,5,0
6,45,1000,4,0
11,33,0.01,5,1
6,64,2000,1,0
11,34,0.01,4,1
6,50,250,1,0
13,53,0.01,5,1
11,36,0.01,5,1
11,39,0.01,8,1
10,51,0.01,4,0
11,60,9000,9,1
14,40,8070.2,8,1
11,36,6000,5,1
12,76,9026.67,7,0
9,61,5000,18,0
4,40,3050,8,0
14,58,5500,3,0
4,31,0.01,5,1
6,51,0.01,5,1
9,60,0.01,9,0
10,68,0.01,8,0
9,46,0.01,8,1
8,76,3000,5,0
8,53,20362.39,3,0
15,55,0.01,4,0
13,69,2500,12,0
10,47,0.01,5,1
9,51,1000,2,0
6,39,22000,16,0
8,58,3000,1,0
21,59,4000,1,1
6,28,720,8,0
5,58,5000,6,0
7,76,4000,6,0
12,55,6000,1,0
13,46,3000,8,1
4,29,0.01,4,0
5,47,0.01,8,0
7,39,120,11,0
7,50,3000,8,0
11,68,6000,2,0
6,55,0.01,8,1
10,75,4800,16,0
11,78,13800,8,0
20,48,0.01,4,1
10,69,3000,12,1
7,48,0.01,5,0
5,50,9000,8,0
5,47,0.01,8,0
13,36,0.01,5,1
15,78,2000,5,1
10,52,5044.06,11,0
10,56,600,9,0
15,31,100,1,1
8,57,500.01,9,0
9,50,0.01,8,0
9,56,2074,4,0
10,29,3000,8,1
11,62,2200,8,1
8,50,0.01,8,1
13,60,6000,12,1
6,79,12000,21,0
9,79,0.01,7,0
5,63,5549.04,11,0
10,42,3400,4,1
2,67,600,1,0
12,69,3000,21,0
9,30,750,11,0
10,51,15000,1,0
17,41,0.02,5,1
8,49,0.01,10,0
15,67,5000,2,1
7,62,3000,16,0
7,73,25,2,0
7,43,0.01,5,0
3,78,6105.32,25,0
7,69,3000,21,0
11,76,17870.84,8,0
3,61,500,9,0
12,63,9000,10,0
3,68,12000,8,1
7,62,76.9,10,0
10,48,480,1,0
8,51,1000,6,0
8,51,6000,4,0
12,65,6000,10,0
